1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
system,no_sent,no_corefs,sent_sentim_0,sent_sentim_1,sent_sentim_2,sent_sentim_3,sent_sentim_4,tok_sentim_0,tok_sentim_1,tok_sentim_2,tok_sentim_3,tok_sentim_4,no_openie,NUMBER,PERSON,LOCATION,DATE,ORGANIZATION,MISC,DURATION,TIME,SET,ORDINAL,MONEY,PERCENT,named_entities,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,``,0,,,'',:,,,$,-LRB-,-RRB-,-LCB-,-RCB-,Attribution[S][N],Background[N][S],Background[S][N],Cause[N][S],Cause[S][N],Comparison[N][N],Comparison[N][S],Condition[N][S],Condition[S][N],Contrast[N][N],Contrast[N][S],Contrast[S][N],Elaboration[N][S],Enablement[N][S],Enablement[S][N],Evaluation[N][S],Evaluation[S][N],Explanation[N][S],Joint[N][N],same-unit[N][N],Summary[N][S],Temporal[N][N],Temporal[N][S],Temporal[S][N],textual-organization[N][N]
d30028t.ICSISumm,5,5,0,5,0,0,0,0,5,105,0,0,42,0,8,11,1,0,7,0,0,0,0,0,0,27,2,0,4,0,0,12,8,0,0,0,1,12,6,25,0,0,1,1,3,2,0,0,0,0,4,0,5,3,4,2,2,2,1,0,0,0,1,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,9
d30033t.OCCAMS_V,6,4,0,4,0,2,0,0,0,108,6,0,29,2,3,5,8,3,0,2,0,0,0,0,6,29,1,7,10,0,0,13,9,0,0,0,1,19,3,12,0,0,1,2,1,2,0,0,0,0,3,0,3,4,2,4,0,4,1,0,0,0,1,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,9
d30055t.CLASSY04,4,3,0,4,0,0,0,0,3,112,3,0,30,1,8,2,4,4,4,2,0,0,0,0,0,25,2,2,10,0,0,14,8,0,0,0,1,16,3,23,1,0,4,3,1,1,0,0,1,0,6,0,5,7,1,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,10
d30015t.CLASSY04,3,7,0,3,0,0,0,0,1,108,2,0,25,0,8,9,2,3,4,1,1,0,0,0,0,28,4,0,6,0,0,11,10,0,0,0,0,11,7,24,1,0,1,3,2,1,0,0,2,0,7,0,6,5,3,0,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,13
d31032t.RegSum,6,5,0,6,0,0,0,0,4,130,2,0,36,0,9,6,12,2,3,0,0,0,1,0,0,33,1,1,11,0,0,8,13,0,1,0,1,22,5,26,0,0,1,1,5,3,1,0,0,0,6,0,3,5,2,3,0,4,1,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,11
d30047t.OCCAMS_V,6,2,0,4,2,0,0,0,0,112,1,0,54,1,0,4,2,3,6,2,0,0,1,3,0,22,2,5,13,0,0,11,11,0,0,0,1,18,7,10,0,0,1,0,0,1,0,0,0,0,5,0,4,1,2,2,0,5,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,7
d30026t.CLASSY11,4,5,0,3,0,1,0,0,0,107,5,0,30,3,0,0,1,16,5,0,0,0,0,0,0,25,3,3,12,0,0,12,7,1,0,0,2,19,5,17,2,0,2,0,1,0,0,0,0,0,1,0,3,1,3,3,0,2,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,8
d30015t.OCCAMS_V,5,2,0,5,0,0,0,0,2,106,4,0,25,0,7,8,3,4,5,0,0,0,0,0,0,27,2,0,10,0,0,10,9,0,0,0,0,10,7,25,1,0,2,0,1,3,0,0,0,0,1,0,2,6,0,4,2,1,1,0,0,0,1,5,8,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,8
d31009t.CLASSY04,4,6,0,3,1,0,0,0,2,101,6,0,56,1,6,2,3,0,1,2,0,0,0,0,0,15,1,1,13,0,0,13,9,0,1,0,0,21,7,14,0,0,2,1,3,0,0,0,0,0,4,0,2,6,0,2,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,1,0,0,0,0,0,0,12
d30020t.DPP,4,6,0,2,1,1,0,0,2,111,4,0,31,1,0,6,6,0,8,0,1,0,0,0,0,22,4,1,17,0,0,11,6,0,0,0,0,12,13,13,4,0,0,1,2,4,0,0,1,0,3,0,1,5,6,2,2,1,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,11
d30028t.CLASSY11,4,3,0,4,0,0,0,0,2,104,1,0,26,0,2,12,2,0,7,0,0,0,0,0,0,23,1,1,5,0,0,17,10,1,0,0,1,12,7,16,0,0,1,0,2,2,0,0,0,0,2,0,4,2,5,4,2,3,2,1,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,1,0,0,0,10
d31022t.DPP,6,3,0,5,1,0,0,0,5,122,4,0,51,5,2,2,8,3,2,0,3,0,0,0,0,25,2,8,15,0,0,19,6,0,2,0,0,23,8,9,0,0,0,1,0,6,0,0,0,0,0,0,0,10,2,4,0,1,0,0,0,2,0,6,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,12
d30007t.Submodular,5,3,0,5,0,0,0,0,4,114,6,0,13,0,4,3,6,0,4,2,0,0,0,0,0,19,4,1,14,1,0,12,10,0,0,0,1,21,8,11,1,0,1,2,1,2,0,0,1,0,3,0,4,6,2,4,1,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,12
d30002t.RegSum,7,4,0,7,0,0,0,1,4,124,3,0,34,6,5,12,7,0,2,2,0,0,0,0,0,34,1,8,7,0,0,17,8,0,2,0,0,13,11,26,0,0,0,0,2,0,0,0,1,0,1,0,1,11,1,7,2,0,2,0,0,0,0,7,3,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,0,0,0,15
d30008t.DPP,5,7,0,5,0,0,0,0,2,113,4,0,59,0,6,5,7,1,1,0,0,1,0,0,0,21,2,0,8,0,0,12,12,0,0,0,1,16,4,16,0,0,3,2,1,5,0,0,0,0,4,0,4,4,4,5,1,3,1,1,0,0,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,12
d30006t.OCCAMS_V,5,4,0,3,2,0,0,0,4,103,5,1,45,0,0,0,3,4,0,5,0,0,1,0,0,13,2,2,15,0,0,13,8,0,0,0,1,15,6,5,0,0,2,7,0,5,0,0,1,0,4,0,4,2,2,2,6,0,0,1,0,0,1,5,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,2,0,0,0,0,0,0,0,11
d30038t.Submodular,5,3,0,4,0,1,0,0,1,112,3,0,39,2,4,4,6,12,4,0,0,0,1,0,0,33,1,6,16,0,0,13,3,0,0,0,1,13,8,23,5,0,0,0,1,3,0,0,1,0,2,0,1,4,1,2,0,3,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7
d30036t.ICSISumm,5,4,0,5,0,0,0,0,1,106,6,0,15,1,13,2,6,2,4,0,0,0,1,0,0,29,3,3,12,0,0,13,2,1,0,0,1,11,5,25,1,0,0,1,2,3,0,0,0,0,2,0,2,4,0,4,2,1,0,1,1,0,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,9
d30056t.OCCAMS_V,7,5,0,6,1,0,0,0,3,107,1,0,29,2,11,6,3,0,3,0,0,0,0,0,0,25,2,3,8,0,0,15,2,0,0,0,0,8,10,21,1,0,2,3,0,4,0,0,1,0,0,0,0,8,3,7,2,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10
d30005t.CLASSY04,3,4,0,3,0,0,0,0,3,106,3,0,98,1,9,11,3,0,3,1,0,0,0,0,0,28,1,1,12,0,0,13,13,0,0,0,0,16,5,20,1,0,0,2,0,0,0,0,0,0,5,0,3,0,1,8,1,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9
d30010t.Submodular,3,6,0,3,0,0,0,0,5,101,2,0,16,1,0,4,6,9,6,0,1,0,0,0,0,27,1,1,12,0,0,12,13,1,0,0,0,16,6,16,1,0,1,1,0,0,0,0,2,0,3,0,3,8,0,2,0,0,2,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,10
d30050t.ICSISumm,3,6,1,1,0,1,0,0,2,104,3,1,9,0,6,2,1,3,2,0,0,0,0,0,2,16,4,1,8,0,0,9,9,0,1,0,0,19,4,13,1,0,2,3,2,2,0,1,0,0,6,0,3,4,3,2,1,2,0,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,11
d30015t.ICSISumm,3,3,0,3,0,0,0,0,3,104,2,1,37,0,4,6,1,3,1,0,0,0,0,0,0,15,3,0,12,0,0,14,10,0,0,0,0,16,5,14,1,0,1,2,0,1,0,0,1,0,4,0,3,3,4,0,3,3,0,0,0,0,2,3,3,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,9
d30033t.CLASSY11,4,3,0,1,0,3,0,0,0,107,9,0,15,3,0,11,3,0,1,0,0,0,0,0,4,22,1,6,13,0,0,9,4,0,1,0,1,22,7,13,0,0,1,1,1,4,0,0,0,0,2,0,1,3,5,1,1,0,1,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,10
d30005t.RegSum,6,5,0,6,0,0,0,0,5,159,4,0,115,2,13,17,3,0,3,0,0,0,0,0,0,38,2,2,19,0,0,23,8,0,1,0,0,26,12,28,3,0,1,0,0,2,0,0,0,0,4,0,2,4,4,9,1,4,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,13
d31022t.CLASSY11,4,2,0,4,0,0,0,1,2,108,2,0,74,6,3,1,2,2,1,0,0,0,1,0,0,16,1,7,15,1,0,15,8,0,3,0,1,19,5,7,0,0,2,0,0,0,0,0,0,0,1,0,1,7,3,4,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,10
d31038t.ICSISumm,4,4,0,4,0,0,0,0,4,100,1,1,33,2,5,10,2,1,3,0,0,0,0,0,0,23,2,2,12,0,0,16,6,0,0,0,0,9,7,19,1,0,0,1,1,2,0,0,1,0,2,0,2,1,5,5,1,4,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
d30031t.DPP,5,9,0,4,1,0,0,0,4,111,2,0,34,2,0,3,2,2,3,0,0,0,3,0,0,15,2,2,14,0,0,9,11,0,0,0,2,23,3,10,0,0,2,4,0,4,0,0,1,0,3,0,6,5,2,4,0,1,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,12
d30001t.DPP,5,4,0,5,0,0,0,0,0,114,8,0,14,1,17,1,4,4,1,1,0,0,0,0,0,29,2,1,10,0,0,13,11,0,0,0,2,17,2,24,0,0,2,3,1,2,0,0,0,0,4,0,5,7,0,3,1,2,1,1,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,12
d30045t.Submodular,5,6,0,4,1,0,0,0,0,123,2,0,28,1,0,0,1,9,0,4,0,0,0,0,0,15,5,2,13,0,0,11,7,0,3,0,2,21,10,10,0,1,3,4,0,0,0,0,1,0,2,0,3,5,5,0,3,2,2,0,0,1,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,11
d30059t.OCCAMS_V,5,4,1,3,1,0,0,0,3,109,1,0,10,1,9,5,2,2,1,0,1,0,0,0,0,21,0,2,11,1,0,18,7,1,0,0,2,19,2,16,0,0,2,3,3,3,0,0,0,0,0,0,2,6,0,3,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,9
d30046t.DPP,4,7,1,2,0,1,0,0,3,113,1,1,36,0,9,0,5,5,1,2,1,0,0,0,0,23,2,1,10,0,0,18,7,0,0,0,2,16,5,19,0,0,0,3,5,1,0,0,0,0,4,0,4,8,0,4,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,11
d30008t.RegSum,5,9,0,5,0,0,0,0,3,136,2,0,21,0,8,10,4,2,2,0,0,1,0,0,0,27,1,0,10,1,0,11,10,0,0,0,2,23,0,37,0,0,5,2,3,4,0,0,0,0,6,0,5,5,3,2,0,2,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,12
d31026t.OCCAMS_V,8,3,0,6,1,1,0,0,2,106,3,1,21,1,6,6,1,2,6,0,0,0,0,0,0,22,3,1,10,0,0,6,8,2,0,0,2,11,1,19,2,0,1,4,0,3,0,0,1,0,3,0,4,6,4,1,2,1,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,1,1,0,0,0,0,11
d30044t.OCCAMS_V,8,4,0,5,2,1,0,0,2,113,1,1,20,1,7,8,5,8,4,0,1,0,0,0,0,34,0,2,9,0,0,6,5,0,1,0,2,15,0,23,2,0,3,1,2,3,0,0,0,0,5,0,5,7,0,4,0,4,0,2,0,1,1,8,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,4,1,0,0,0,0,0,0,14
d30001t.CLASSY11,4,3,0,4,0,0,0,0,5,105,4,0,18,2,13,0,1,8,0,0,0,0,0,0,0,24,1,2,10,0,0,12,11,1,0,0,1,15,9,17,0,0,7,0,2,4,0,0,0,0,2,0,4,4,1,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,9
d31008t.Submodular,5,3,0,3,1,1,0,1,4,115,4,0,20,2,7,0,5,3,0,2,0,0,1,0,0,20,5,3,13,0,0,16,6,0,0,0,0,17,12,10,0,0,1,3,1,5,1,0,0,0,1,0,0,10,3,4,1,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,12
d31043t.OCCAMS_V,6,4,0,5,0,1,0,0,3,105,3,0,27,1,4,3,6,0,1,1,0,0,0,0,0,16,3,2,14,0,0,10,10,0,0,0,1,18,2,10,0,0,2,3,1,2,0,0,0,0,3,0,4,5,4,2,0,3,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,1,0,0,0,1,0,0,0,13
d30011t.RegSum,6,4,0,6,0,0,0,0,2,146,4,0,42,2,16,4,8,0,1,0,0,0,0,0,0,31,5,4,8,0,0,14,13,0,0,0,2,21,3,34,0,0,4,2,0,3,0,0,0,0,2,0,4,6,3,7,0,3,1,1,0,0,0,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,3,1,0,0,1,0,0,0,15
d30031t.RegSum,5,3,0,4,0,1,0,0,1,139,2,0,41,3,2,3,5,6,4,0,0,0,1,0,0,24,3,4,19,0,0,10,10,0,0,0,1,29,10,16,0,0,2,1,0,0,2,0,1,0,7,0,7,4,4,1,1,0,0,0,0,0,0,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,1,0,0,0,0,0,0,12
d30047t.CLASSY11,4,2,0,3,0,1,0,0,2,100,3,0,32,1,0,0,8,1,2,0,0,0,1,3,0,16,2,4,14,0,0,10,12,0,0,0,3,24,3,5,0,0,1,1,0,1,0,0,1,0,3,0,5,1,3,3,0,2,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,10
d31031t.OCCAMS_V,8,4,0,3,3,2,0,0,0,119,1,0,26,3,4,2,4,8,0,0,1,0,0,0,0,22,1,3,14,0,0,8,5,0,1,0,2,14,8,17,0,0,1,3,0,2,1,0,0,0,3,0,4,6,3,1,1,3,0,0,0,0,2,8,6,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,13
d31038t.DPP,4,1,0,4,0,0,0,0,6,108,1,1,53,2,8,5,3,3,4,0,0,0,0,0,0,25,2,2,13,0,0,16,9,0,0,0,0,12,8,19,1,0,0,0,0,1,0,0,2,0,3,0,3,3,5,4,1,3,2,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,8
d31026t.DPP,5,6,0,3,0,2,0,1,0,132,5,0,13,1,5,4,2,4,4,0,1,0,0,0,0,21,4,1,15,0,0,14,8,0,0,0,2,15,1,19,3,0,0,10,1,3,0,0,0,0,4,0,7,9,3,1,3,2,1,1,0,0,0,5,5,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,14
d30051t.DPP,4,5,0,4,0,0,0,0,10,106,1,0,38,7,5,0,3,1,9,0,1,0,1,0,0,27,5,8,7,0,0,15,9,0,0,0,0,15,12,14,2,0,0,2,2,1,0,0,0,0,2,0,1,8,1,2,0,0,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
d31043t.CLASSY11,3,5,1,2,0,0,0,0,6,98,4,0,33,0,6,2,3,0,0,0,0,0,0,0,0,11,0,0,12,0,0,12,14,1,0,0,0,20,1,14,0,0,2,2,2,0,0,0,1,0,3,0,3,5,4,3,0,2,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9
d30026t.CLASSY04,3,4,0,1,1,1,0,0,0,101,5,0,37,1,0,0,5,21,1,0,0,0,0,0,0,28,2,2,11,0,0,11,9,0,0,0,1,14,3,24,1,0,2,0,0,3,0,0,1,0,2,0,3,3,0,2,0,3,0,0,0,2,1,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,7
d30037t.Submodular,4,3,0,2,2,0,0,0,0,111,5,0,24,0,10,6,6,3,5,1,0,0,0,0,0,31,1,1,12,0,0,14,10,2,0,0,0,12,3,26,3,0,0,1,0,3,0,0,1,0,5,0,2,3,3,1,0,3,0,1,0,0,0,4,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,8
d31009t.CLASSY11,3,4,0,3,0,0,0,0,1,97,5,0,40,1,8,3,5,0,1,0,0,0,0,0,0,18,2,1,9,0,0,8,12,0,0,0,0,14,5,12,0,0,2,3,0,1,0,0,2,0,5,0,5,7,2,1,0,3,1,1,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,2,0,0,0,0,0,2,0,0,0,0,0,0,15
d30055t.OCCAMS_V,6,5,1,4,1,0,0,0,3,106,5,0,28,1,10,1,1,9,3,0,0,0,0,0,0,25,1,1,13,0,0,12,6,0,0,0,2,17,2,23,1,0,4,1,2,2,0,0,0,0,3,0,4,1,1,1,0,4,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,7
d30005t.OCCAMS_V,5,4,0,4,1,0,0,0,1,110,0,0,29,1,5,8,2,0,0,0,0,0,0,0,0,16,1,2,16,0,0,16,5,0,0,0,0,15,6,13,1,0,1,4,0,2,0,0,0,0,2,0,1,6,3,4,0,3,0,0,0,0,2,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,9
d30010t.DPP,4,5,0,4,0,0,0,0,4,107,1,0,34,2,0,5,4,8,4,0,1,0,0,0,0,24,2,2,12,0,0,9,13,1,0,0,2,16,5,15,1,0,1,2,0,2,0,0,1,0,4,0,6,8,0,1,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,11
d30059t.DPP,6,3,0,5,1,0,0,0,1,117,2,0,26,0,4,9,4,0,1,0,1,0,0,0,0,19,2,1,11,1,0,14,8,1,0,0,0,19,7,15,0,0,2,2,2,1,0,0,1,0,4,0,2,10,0,5,1,0,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,1,0,0,0,0,0,0,9
d30046t.RegSum,6,9,0,5,1,0,0,0,2,135,1,1,45,0,13,2,4,6,3,0,1,0,0,0,0,29,1,0,14,0,0,21,8,0,1,0,0,21,4,27,1,0,0,2,4,2,0,0,0,0,6,0,4,11,0,2,0,0,1,0,0,1,0,6,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,11
d31033t.ICSISumm,4,3,1,2,1,0,0,0,1,107,3,0,15,0,0,2,1,8,5,4,0,0,0,0,2,22,1,2,14,0,1,10,7,0,0,0,0,18,7,11,1,0,2,0,1,4,0,1,1,0,2,0,1,3,6,2,1,4,1,0,1,0,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,10
d30053t.CLASSY04,4,4,0,4,0,0,0,0,5,109,1,0,25,0,11,7,3,1,3,4,0,0,0,0,0,29,2,0,10,0,0,15,7,0,0,0,1,16,5,29,0,0,1,1,0,2,1,0,0,0,6,0,5,5,2,0,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,11
d30031t.Submodular,5,9,0,3,0,2,0,0,1,120,3,0,17,1,0,0,4,1,5,2,0,2,2,0,0,17,5,3,12,0,0,9,5,1,0,0,3,22,6,9,1,0,0,3,1,6,0,0,1,0,8,0,10,3,1,3,1,1,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,11
d30017t.RegSum,5,3,0,5,0,0,0,0,4,153,7,0,34,2,0,7,5,7,4,5,0,0,0,0,4,34,6,5,8,0,0,25,18,1,0,0,0,25,18,17,0,0,0,0,2,4,0,0,0,0,2,0,0,5,5,5,5,2,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,7
d31050t.OCCAMS_V,6,2,0,4,2,0,0,0,0,115,1,0,46,4,7,2,5,9,3,4,0,0,0,0,0,34,5,7,9,0,0,10,7,0,0,0,0,11,9,19,0,0,4,0,0,3,0,0,0,0,3,0,2,7,2,4,0,0,0,1,0,0,1,6,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,9
d31032t.ICSISumm,5,5,0,5,0,0,0,0,3,99,1,0,45,0,5,3,10,2,3,2,0,0,1,0,0,26,3,2,10,0,0,8,9,1,0,0,2,16,5,13,0,0,1,3,2,0,1,0,1,0,4,0,5,5,1,1,0,3,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,10
d31033t.Submodular,3,4,0,3,0,0,0,0,1,113,3,0,12,2,0,0,6,13,4,0,0,0,0,0,0,25,2,4,11,0,0,12,1,0,0,0,1,23,5,16,0,0,1,0,4,3,0,0,0,0,5,0,6,4,1,3,2,0,1,0,0,0,0,3,9,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,13
d30031t.ICSISumm,4,3,0,4,0,0,0,0,0,113,0,0,25,4,2,1,2,2,0,0,0,0,1,0,0,12,2,5,15,0,0,11,8,0,0,0,0,21,7,11,0,0,2,1,0,2,0,0,0,0,2,0,2,6,3,2,1,0,1,0,0,0,1,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7
