,system_a,system_b,p_value
203,Humans_duc_A,Humans_movi_115,2.65E-8
204,Humans_duc_A,Machines_base_Centroid,2.44E-1
205,Humans_duc_A,Machines_base_FreqSum,1.99E-1
206,Humans_duc_A,Machines_base_GreedyKL,3.33E-1
207,Humans_duc_A,Machines_base_LexRank,2.09E-1
208,Humans_duc_A,Machines_base_TsSum,3.04E-2
209,Humans_duc_A,Machines_soa_CLASSY04,1.84E-1
210,Humans_duc_A,Machines_soa_CLASSY11,2.38E-2
211,Humans_duc_A,Machines_soa_DPP,1.01E-1
212,Humans_duc_A,Machines_soa_ICSISumm,1.79E-1
213,Humans_duc_A,Machines_soa_OCCAMS_V,6.08E-3
214,Humans_duc_A,Machines_soa_RegSum,3.55E-1
215,Humans_duc_A,Machines_soa_Submodular,2.69E-2
223,Humans_duc_B,Humans_duc_C,2.84E-1
224,Humans_duc_B,Humans_duc_D,1.11E-1
225,Humans_duc_B,Humans_duc_E,1.82E-1
226,Humans_duc_B,Humans_duc_F,2.26E-1
227,Humans_duc_B,Humans_duc_G,4.34E-3
228,Humans_duc_B,Humans_duc_H,1.92E-1
229,Humans_duc_B,Humans_movi_101,2.94E-2
230,Humans_duc_B,Humans_movi_102,3.54E-3
231,Humans_duc_B,Humans_movi_103,8.22E-3
232,Humans_duc_B,Humans_movi_104,3.92E-2
233,Humans_duc_B,Humans_movi_105,1.08E-1
234,Humans_duc_B,Humans_movi_110,1.19E-1
235,Humans_duc_B,Humans_movi_111,2.20E-2
236,Humans_duc_B,Humans_movi_112,2.00E-1
237,Humans_duc_B,Humans_movi_113,1.81E-2
238,Humans_duc_B,Humans_movi_114,2.32E-2
239,Humans_duc_B,Humans_movi_115,1.16E-1
240,Humans_duc_B,Machines_base_Centroid,2.54E-6
241,Humans_duc_B,Machines_base_FreqSum,8.65E-7
242,Humans_duc_B,Machines_base_GreedyKL,4.68E-7
243,Humans_duc_B,Machines_base_LexRank,1.44E-5
244,Humans_duc_B,Machines_base_TsSum,1.40E-5
245,Humans_duc_B,Machines_soa_CLASSY04,2.09E-6
246,Humans_duc_B,Machines_soa_CLASSY11,3.60E-5
247,Humans_duc_B,Machines_soa_DPP,1.47E-6
248,Humans_duc_B,Machines_soa_ICSISumm,6.41E-6
249,Humans_duc_B,Machines_soa_OCCAMS_V,9.27E-4
250,Humans_duc_B,Machines_soa_RegSum,9.10E-7
251,Humans_duc_B,Machines_soa_Submodular,3.92E-4
260,Humans_duc_C,Humans_duc_D,2.66E-1
261,Humans_duc_C,Humans_duc_E,3.60E-1
262,Humans_duc_C,Humans_duc_F,1.09E-1
263,Humans_duc_C,Humans_duc_G,2.02E-3
264,Humans_duc_C,Humans_duc_H,1.03E-1
265,Humans_duc_C,Humans_movi_101,9.56E-2
266,Humans_duc_C,Humans_movi_102,2.51E-2
267,Humans_duc_C,Humans_movi_103,4.03E-2
268,Humans_duc_C,Humans_movi_104,1.19E-1
269,Humans_duc_C,Humans_movi_105,2.52E-1
270,Humans_duc_C,Humans_movi_110,2.66E-1
271,Humans_duc_C,Humans_movi_111,9.32E-2
272,Humans_duc_C,Humans_movi_112,4.34E-1
273,Humans_duc_C,Humans_movi_113,8.23E-2
