,system_a,system_b,p_value
349,Humans_duc_E,Machines_base_FreqSum,6.99E-2
350,Humans_duc_E,Machines_base_GreedyKL,5.42E-7
351,Humans_duc_E,Machines_base_LexRank,3.26E-3
352,Humans_duc_E,Machines_base_TsSum,2.13E-3
353,Humans_duc_E,Machines_soa_CLASSY04,4.46E-8
354,Humans_duc_E,Machines_soa_CLASSY11,7.70E-6
355,Humans_duc_E,Machines_soa_DPP,8.40E-3
356,Humans_duc_E,Machines_soa_ICSISumm,4.79E-5
357,Humans_duc_E,Machines_soa_OCCAMS_V,1.78E-1
358,Humans_duc_E,Machines_soa_RegSum,1.68E-5
359,Humans_duc_E,Machines_soa_Submodular,1.52E-2
371,Humans_duc_F,Humans_duc_G,2.11E-2
372,Humans_duc_F,Humans_duc_H,3.73E-4
373,Humans_duc_F,Humans_movi_101,1.88E-3
374,Humans_duc_F,Humans_movi_102,9.02E-2
375,Humans_duc_F,Humans_movi_103,2.07E-1
376,Humans_duc_F,Humans_movi_104,1.11E-1
377,Humans_duc_F,Humans_movi_105,9.13E-2
378,Humans_duc_F,Humans_movi_110,1.32E-1
379,Humans_duc_F,Humans_movi_111,4.74E-2
380,Humans_duc_F,Humans_movi_112,2.28E-3
381,Humans_duc_F,Humans_movi_113,9.33E-2
382,Humans_duc_F,Humans_movi_114,6.46E-3
383,Humans_duc_F,Humans_movi_115,1.91E-1
384,Humans_duc_F,Machines_base_Centroid,1.07E-6
385,Humans_duc_F,Machines_base_FreqSum,1.48E-2
386,Humans_duc_F,Machines_base_GreedyKL,7.65E-7
387,Humans_duc_F,Machines_base_LexRank,1.01E-3
388,Humans_duc_F,Machines_base_TsSum,5.32E-4
389,Humans_duc_F,Machines_soa_CLASSY04,1.18E-7
390,Humans_duc_F,Machines_soa_CLASSY11,8.32E-6
391,Humans_duc_F,Machines_soa_DPP,1.22E-3
392,Humans_duc_F,Machines_soa_ICSISumm,2.16E-5
393,Humans_duc_F,Machines_soa_OCCAMS_V,2.71E-2
394,Humans_duc_F,Machines_soa_RegSum,1.25E-5
395,Humans_duc_F,Machines_soa_Submodular,4.76E-3
408,Humans_duc_G,Humans_duc_H,7.35E-2
409,Humans_duc_G,Humans_movi_101,2.27E-1
410,Humans_duc_G,Humans_movi_102,4.96E-1
411,Humans_duc_G,Humans_movi_103,9.79E-2
412,Humans_duc_G,Humans_movi_104,3.07E-1
413,Humans_duc_G,Humans_movi_105,2.44E-1
414,Humans_duc_G,Humans_movi_110,2.30E-1
415,Humans_duc_G,Humans_movi_111,4.04E-1
416,Humans_duc_G,Humans_movi_112,9.15E-2
417,Humans_duc_G,Humans_movi_113,3.45E-1
418,Humans_duc_G,Humans_movi_114,2.33E-1
419,Humans_duc_G,Humans_movi_115,2.80E-1
420,Humans_duc_G,Machines_base_Centroid,3.67E-5
421,Humans_duc_G,Machines_base_FreqSum,4.92E-1
422,Humans_duc_G,Machines_base_GreedyKL,7.02E-5
423,Humans_duc_G,Machines_base_LexRank,9.15E-2
424,Humans_duc_G,Machines_base_TsSum,7.92E-2
425,Humans_duc_G,Machines_soa_CLASSY04,1.13E-5
426,Humans_duc_G,Machines_soa_CLASSY11,2.17E-3
427,Humans_duc_G,Machines_soa_DPP,1.58E-1
428,Humans_duc_G,Machines_soa_ICSISumm,7.09E-3
429,Humans_duc_G,Machines_soa_OCCAMS_V,2.79E-1
430,Humans_duc_G,Machines_soa_RegSum,2.07E-3
431,Humans_duc_G,Machines_soa_Submodular,1.43E-1
445,Humans_duc_H,Humans_movi_101,1.46E-1
446,Humans_duc_H,Humans_movi_102,1.12E-1
447,Humans_duc_H,Humans_movi_103,2.14E-3
448,Humans_duc_H,Humans_movi_104,2.02E-2
449,Humans_duc_H,Humans_movi_105,1.57E-2
450,Humans_duc_H,Humans_movi_110,9.59E-3
451,Humans_duc_H,Humans_movi_111,2.42E-2
452,Humans_duc_H,Humans_movi_112,4.73E-1
453,Humans_duc_H,Humans_movi_113,3.68E-2
454,Humans_duc_H,Humans_movi_114,2.70E-1
455,Humans_duc_H,Humans_movi_115,3.17E-2
456,Humans_duc_H,Machines_base_Centroid,2.01E-4
457,Humans_duc_H,Machines_base_FreqSum,5.45E-2
458,Humans_duc_H,Machines_base_GreedyKL,2.07E-3
459,Humans_duc_H,Machines_base_LexRank,4.54E-1
460,Humans_duc_H,Machines_base_TsSum,3.78E-1
461,Humans_duc_H,Machines_soa_CLASSY04,4.48E-4
462,Humans_duc_H,Machines_soa_CLASSY11,4.66E-2
463,Humans_duc_H,Machines_soa_DPP,2.45E-1
464,Humans_duc_H,Machines_soa_ICSISumm,1.15E-1
465,Humans_duc_H,Machines_soa_OCCAMS_V,5.13E-3
466,Humans_duc_H,Machines_soa_RegSum,4.34E-2
467,Humans_duc_H,Machines_soa_Submodular,3.85E-1
482,Humans_movi_101,Humans_movi_102,2.54E-1
483,Humans_movi_101,Humans_movi_103,1.17E-2
484,Humans_movi_101,Humans_movi_104,7.93E-2
485,Humans_movi_101,Humans_movi_105,6.16E-2
486,Humans_movi_101,Humans_movi_110,5.53E-2
487,Humans_movi_101,Humans_movi_111,1.34E-1
488,Humans_movi_101,Humans_movi_112,2.24E-1
489,Humans_movi_101,Humans_movi_113,1.20E-1
490,Humans_movi_101,Humans_movi_114,4.81E-1
491,Humans_movi_101,Humans_movi_115,6.97E-2
492,Humans_movi_101,Machines_base_Centroid,3.38E-5
493,Humans_movi_101,Machines_base_FreqSum,2.36E-1
494,Humans_movi_101,Machines_base_GreedyKL,2.24E-4
495,Humans_movi_101,Machines_base_LexRank,2.33E-1
496,Humans_movi_101,Machines_base_TsSum,2.36E-1
497,Humans_movi_101,Machines_soa_CLASSY04,2.17E-5
498,Humans_movi_101,Machines_soa_CLASSY11,3.87E-3
499,Humans_movi_101,Machines_soa_DPP,4.50E-1
500,Humans_movi_101,Machines_soa_ICSISumm,1.99E-2
501,Humans_movi_101,Machines_soa_OCCAMS_V,5.20E-2
502,Humans_movi_101,Machines_soa_RegSum,7.74E-3
503,Humans_movi_101,Machines_soa_Submodular,3.70E-1
519,Humans_movi_102,Humans_movi_103,2.05E-1
520,Humans_movi_102,Humans_movi_104,2.90E-1
521,Humans_movi_102,Humans_movi_105,3.03E-1
522,Humans_movi_102,Humans_movi_110,3.21E-1
523,Humans_movi_102,Humans_movi_111,4.77E-1
524,Humans_movi_102,Humans_movi_112,1.32E-1
525,Humans_movi_102,Humans_movi_113,3.56E-1
526,Humans_movi_102,Humans_movi_114,2.51E-1
527,Humans_movi_102,Humans_movi_115,3.38E-1
528,Humans_movi_102,Machines_base_Centroid,3.64E-4
529,Humans_movi_102,Machines_base_FreqSum,4.69E-1
530,Humans_movi_102,Machines_base_GreedyKL,8.56E-4
531,Humans_movi_102,Machines_base_LexRank,1.26E-1
532,Humans_movi_102,Machines_base_TsSum,1.61E-1
533,Humans_movi_102,Machines_soa_CLASSY04,3.62E-4
534,Humans_movi_102,Machines_soa_CLASSY11,1.33E-2
535,Humans_movi_102,Machines_soa_DPP,2.24E-1
536,Humans_movi_102,Machines_soa_ICSISumm,2.32E-2
537,Humans_movi_102,Machines_soa_OCCAMS_V,3.45E-1
538,Humans_movi_102,Machines_soa_RegSum,9.40E-3
539,Humans_movi_102,Machines_soa_Submodular,1.91E-1
556,Humans_movi_103,Humans_movi_104,3.49E-1
557,Humans_movi_103,Humans_movi_105,3.52E-1
558,Humans_movi_103,Humans_movi_110,3.42E-1
559,Humans_movi_103,Humans_movi_111,1.34E-1
560,Humans_movi_103,Humans_movi_112,7.19E-3
561,Humans_movi_103,Humans_movi_113,2.77E-1
562,Humans_movi_103,Humans_movi_114,3.32E-2
563,Humans_movi_103,Humans_movi_115,3.52E-1
564,Humans_movi_103,Machines_base_Centroid,6.33E-7
565,Humans_movi_103,Machines_base_FreqSum,7.53E-2
566,Humans_movi_103,Machines_base_GreedyKL,8.42E-7
567,Humans_movi_103,Machines_base_LexRank,3.47E-3
568,Humans_movi_103,Machines_base_TsSum,3.37E-3
569,Humans_movi_103,Machines_soa_CLASSY04,1.06E-7
570,Humans_movi_103,Machines_soa_CLASSY11,1.96E-5
571,Humans_movi_103,Machines_soa_DPP,9.82E-3
572,Humans_movi_103,Machines_soa_ICSISumm,9.87E-5
573,Humans_movi_103,Machines_soa_OCCAMS_V,1.78E-1
574,Humans_movi_103,Machines_soa_RegSum,4.72E-5
575,Humans_movi_103,Machines_soa_Submodular,1.59E-2
593,Humans_movi_104,Humans_movi_105,4.73E-1
594,Humans_movi_104,Humans_movi_110,4.96E-1
595,Humans_movi_104,Humans_movi_111,2.83E-1
596,Humans_movi_104,Humans_movi_112,3.54E-2
597,Humans_movi_104,Humans_movi_113,4.50E-1
598,Humans_movi_104,Humans_movi_114,8.54E-2
599,Humans_movi_104,Humans_movi_115,5.00E-1
600,Humans_movi_104,Machines_base_Centroid,1.92E-5
601,Humans_movi_104,Machines_base_FreqSum,2.39E-1
602,Humans_movi_104,Machines_base_GreedyKL,1.69E-5
603,Humans_movi_104,Machines_base_LexRank,3.62E-2
604,Humans_movi_104,Machines_base_TsSum,3.70E-2
605,Humans_movi_104,Machines_soa_CLASSY04,9.48E-6
606,Humans_movi_104,Machines_soa_CLASSY11,1.03E-3
607,Humans_movi_104,Machines_soa_DPP,4.92E-2
608,Humans_movi_104,Machines_soa_ICSISumm,1.89E-3
609,Humans_movi_104,Machines_soa_OCCAMS_V,3.70E-1
610,Humans_movi_104,Machines_soa_RegSum,5.91E-4
